Cores,Mean walltime per step (s),Mean CPU hr per step
619,6.46261406173,1.1112105845
1180,3.03942651235,0.996256467936
2245,1.46550871759,0.913907519721
4358,0.732864561728,0.88717326667
8489,0.413253092593,0.974473750838
16577,0.242773132716,1.11790283918
