Cores,Mean walltime per step (s),Mean CPU hr per step
213,2.34867481528,0.138963259904
395,1.13049224236,0.124040121037
761,0.56960696875,0.120408584227
1455,0.294791316667,0.119144823819
2801,0.15893145,0.123657497625
5425,0.100522227778,0.151481412693
10634,0.0802285479167,0.236986216263
