Cores,Mean walltime per step (s),Mean CPU hr per step
99,0.4318072373,0.0118746990257
190,0.229194850383,0.0120963948813
361,0.116077244259,0.0116399681048
697,0.065220598469,0.0126274325369
1206,0.0419464161447,0.0140520494085
2212,0.0308023660404,0.0189263426892
