Cores,Mean walltime per step (s),Mean CPU hr per step
60,0.631531424082,0.0105255237347
116,0.335245608051,0.0108023584816
216,0.177315982698,0.0106389589619
407,0.113497179732,0.0128314867085
784,0.0977021475989,0.0212773565882
